hovedtype_kode;grunntype_kode
NT-A-02;T-A-02-0
NT-A-02;T-A-02-01
NT-A-02;T-A-02-02
NT-A-02;T-A-02-03
NT-A-02;T-A-02-04
NT-A-02;T-A-02-05
NT-A-02;T-A-02-06
NT-A-02;T-A-02-07
NT-A-02;T-A-02-08
NT-A-02;T-A-02-09
NT-C-02;T-C-02-0
NT-C-02;T-C-02-01
NT-C-02;T-C-02-02
NT-C-02;T-C-02-03
NT-C-02;T-C-02-04
NT-C-02;T-C-02-05
NT-C-02;T-C-02-06
NT-C-02;T-C-02-07
NT-C-02;T-C-02-08
NT-C-02;T-C-02-09
NT-D-02;T-D-02-0
NT-D-02;T-D-02-01
NT-D-02;T-D-02-02
NT-E-02;T-E-02-0
NT-E-02;T-E-02-01
NT-E-02;T-E-02-02
NT-E-02;T-E-02-03
NT-F-02;T-F-02-0
NT-F-02;T-F-02-01
NT-F-02;T-F-02-02
NT-F-02;T-F-02-03
NT-F-02;T-F-02-04
NT-F-02;T-F-02-05
NT-F-02;T-F-02-06
NT-K-02;T-K-02-0
NT-K-02;T-K-02-01
NT-K-02;T-K-02-02
NT-K-02;T-K-02-03
NT-M-02;T-M-02-0
NT-M-02;T-M-02-01
NT-M-02;T-M-02-02
NT-N-02;T-N-02-0
NT-N-02;T-N-02-01
NT-O-02;T-O-02-0
NT-O-02;T-O-02-01
NT-A-03;T-A-03-0
NT-A-03;T-A-03-01
NT-A-03;T-A-03-02
NT-A-03;T-A-03-03
NT-A-03;T-A-03-04
NT-A-03;T-A-03-05
NT-A-03;T-A-03-06
NT-A-03;T-A-03-07
NT-A-03;T-A-03-08
NT-A-03;T-A-03-09
NT-A-03;T-A-03-10
NT-A-03;T-A-03-11
NT-A-03;T-A-03-12
NT-A-03;T-A-03-13
NT-A-03;T-A-03-14
NT-A-03;T-A-03-15
NT-A-03;T-A-03-16
NT-C-03;T-C-03-0
NT-C-03;T-C-03-01
NT-C-03;T-C-03-02
NT-C-03;T-C-03-03
NT-C-03;T-C-03-04
NT-C-03;T-C-03-05
NT-C-03;T-C-03-06
NT-C-03;T-C-03-07
NT-C-03;T-C-03-08
NT-C-03;T-C-03-09
NT-C-03;T-C-03-10
NT-C-03;T-C-03-11
NT-D-03;T-D-03-0
NT-D-03;T-D-03-01
NT-D-03;T-D-03-02
NT-D-03;T-D-03-03
NT-D-03;T-D-03-04
NT-D-03;T-D-03-05
NT-D-03;T-D-03-06
NT-E-03;T-E-03-0
NT-E-03;T-E-03-01
NT-E-03;T-E-03-02
NT-E-03;T-E-03-03
NT-E-03;T-E-03-04
NT-E-03;T-E-03-05
NT-E-03;T-E-03-06
NT-K-03;T-K-03-0
NT-K-03;T-K-03-01
NT-K-03;T-K-03-02
NT-K-03;T-K-03-03
NT-K-03;T-K-03-04
NT-K-03;T-K-03-05
NT-K-03;T-K-03-06
NT-K-03;T-K-03-07
NT-K-03;T-K-03-08
NT-M-03;T-M-03-0
NT-M-03;T-M-03-01
NT-M-03;T-M-03-02
NT-M-03;T-M-03-03
NT-M-03;T-M-03-04
NT-M-03;T-M-03-05
NT-M-03;T-M-03-06
NT-M-03;T-M-03-07
NT-M-03;T-M-03-08
NT-N-03;T-N-03-0
NT-N-03;T-N-03-01
NT-O-03;T-O-03-0
NT-O-03;T-O-03-01
NT-O-03;T-O-03-02
NT-O-03;T-O-03-03
NT-O-03;T-O-03-04
NT-A-04;T-A-04-0
NT-A-04;T-A-04-01
NT-A-04;T-A-04-02
NT-A-04;T-A-04-03
NT-C-04;T-C-04-0
NT-C-04;T-C-04-01
NT-C-04;T-C-04-02
NT-D-04;T-D-04-0
NT-D-04;T-D-04-01
NT-D-04;T-D-04-02
NT-D-04;T-D-04-03
NT-D-04;T-D-04-04
NT-D-04;T-D-04-05
NT-E-04;T-E-04-0
NT-E-04;T-E-04-01
NT-E-04;T-E-04-02
NT-M-04;T-M-04-0
NT-M-04;T-M-04-01
NT-M-04;T-M-04-02
NT-O-04;T-O-04-0
NT-O-04;T-O-04-01
NT-O-04;T-O-04-02
NT-O-04;T-O-04-03
NT-C-05;T-C-05-0
NT-C-05;T-C-05-01
NT-C-05;T-C-05-02
NT-C-05;T-C-05-03
NT-C-05;T-C-05-04
NT-C-05;T-C-05-05
NT-C-05;T-C-05-06
NT-D-05;T-D-05-0
NT-D-05;T-D-05-01
NT-D-05;T-D-05-02
NT-E-05;T-E-05-0
NT-E-05;T-E-05-01
NT-E-05;T-E-05-02
NT-E-05;T-E-05-03
NT-E-05;T-E-05-04
NT-E-05;T-E-05-05
NT-E-05;T-E-05-06
NT-E-05;T-E-05-07
NT-E-05;T-E-05-08
NT-E-05;T-E-05-09
NT-E-05;T-E-05-10
NT-M-05;T-M-05-0
NT-M-05;T-M-05-01
NT-M-05;T-M-05-02
NT-C-06;T-C-06-0
NT-C-06;T-C-06-01
NT-C-06;T-C-06-02
NT-C-06;T-C-06-03
NT-C-06;T-C-06-04
NT-D-06;T-D-06-0
NT-D-06;T-D-06-01
NT-D-06;T-D-06-02
NT-D-06;T-D-06-03
NT-D-06;T-D-06-04
NT-D-06;T-D-06-05
NT-E-06;T-E-06-0
NT-E-06;T-E-06-01
NT-E-06;T-E-06-02
NT-E-06;T-E-06-03
NT-E-06;T-E-06-04
NT-E-06;T-E-06-05
NT-M-06;T-M-06-0
NT-M-06;T-M-06-01
NT-M-06;T-M-06-02
NT-M-06;T-M-06-03
NT-C-07;T-C-07-0
NT-C-07;T-C-07-01
NT-E-07;T-E-07-0
NT-E-07;T-E-07-01
NT-C-08;T-C-08-0
NT-C-08;T-C-08-01
NT-C-08;T-C-08-02
NT-C-08;T-C-08-03
NT-C-08;T-C-08-04
NT-C-08;T-C-08-05
NT-C-08;T-C-08-06
NT-C-08;T-C-08-07
NT-C-08;T-C-08-08
NT-C-08;T-C-08-09
NT-C-08;T-C-08-10
NT-C-08;T-C-08-11
NT-E-08;T-E-08-0
NT-E-08;T-E-08-01
NT-E-08;T-E-08-02
NT-E-08;T-E-08-03
NT-E-08;T-E-08-04
NT-E-09;T-E-09-0
NT-E-09;T-E-09-01
NT-E-09;T-E-09-02
NT-E-09;T-E-09-03
NV-0-0;V-0-0-0
NV-A-01;V-A-01-0
NV-A-01;V-A-01-01
NV-A-01;V-A-01-02
NV-A-01;V-A-01-03
NV-A-01;V-A-01-04
NV-A-01;V-A-01-05
NV-A-01;V-A-01-06
NV-A-01;V-A-01-07
NV-A-01;V-A-01-08
NV-A-01;V-A-01-09
NV-A-01;V-A-01-10
NV-A-01;V-A-01-11
NV-A-01;V-A-01-12
NV-A-01;V-A-01-13
NV-A-01;V-A-01-14
NV-A-01;V-A-01-15
NV-A-01;V-A-01-16
NV-A-01;V-A-01-17
NV-A-01;V-A-01-18
NV-A-01;V-A-01-19
NV-A-01;V-A-01-20
NV-A-01;V-A-01-21
NV-A-01;V-A-01-22
NV-A-01;V-A-01-23
NV-A-01;V-A-01-24
NV-A-01;V-A-01-25
NV-A-01;V-A-01-26
NV-A-01;V-A-01-27
NV-A-01;V-A-01-28
NV-A-01;V-A-01-29
NV-A-01;V-A-01-30
NV-A-01;V-A-01-31
NV-A-01;V-A-01-32
NV-B-01;V-B-01-0
NV-B-01;V-B-01-01
NV-B-01;V-B-01-02
NV-B-01;V-B-01-03
NV-B-01;V-B-01-04
NV-B-01;V-B-01-05
NV-B-01;V-B-01-06
NV-B-01;V-B-01-07
NV-B-01;V-B-01-08
NV-B-01;V-B-01-09
NV-B-01;V-B-01-10
NV-C-01;V-C-01-0
NV-C-01;V-C-01-01
NV-C-01;V-C-01-02
NV-C-01;V-C-01-03
NV-C-01;V-C-01-04
NV-C-01;V-C-01-05
NV-C-01;V-C-01-07
NV-C-01;V-C-01-08
NV-E-01;V-E-01-0
NV-E-01;V-E-01-01
NV-E-01;V-E-01-02
NV-F-01;V-F-01-0
NV-F-01;V-F-01-01
NV-G-01;V-G-01-0
NV-G-01;V-G-01-01
NV-G-01;V-G-01-02
NV-G-01;V-G-01-03
NV-I-01;V-I-01-0
NV-I-01;V-I-01-01
NV-I-01;V-I-01-02
NV-I-01;V-I-01-03
NV-I-01;V-I-01-04
NV-K-01;V-K-01-0
NV-K-01;V-K-01-01
NV-K-01;V-K-01-02
NV-K-01;V-K-01-03
NV-M-01;V-M-01-0
NV-M-01;V-M-01-01
NV-M-01;V-M-01-02
NV-M-01;V-M-01-03
NV-M-01;V-M-01-04
NV-M-01;V-M-01-05
NV-M-01;V-M-01-06
NV-O-01;V-O-01-0
NV-O-01;V-O-01-01
NV-C-02;V-C-02-0
NV-C-02;V-C-02-01
NV-C-02;V-C-02-02
NV-C-02;V-C-02-03
NV-C-02;V-C-02-04
NV-C-02;V-C-02-05
NV-F-02;V-F-02-0
NV-F-02;V-F-02-01
NV-F-02;V-F-02-02
NV-F-02;V-F-02-03
NV-G-02;V-G-02-0
NV-G-02;V-G-02-01
NV-G-02;V-G-02-02
NV-G-02;V-G-02-03
NV-K-02;V-K-02-0
NV-K-02;V-K-02-01
NV-K-02;V-K-02-02
NV-K-02;V-K-02-03
NV-K-02;V-K-02-04
NV-M-02;V-M-02-0
NV-M-02;V-M-02-01
NV-C-03;V-C-03-0
NV-C-03;V-C-03-01
NV-C-03;V-C-03-02
NV-C-03;V-C-03-03
NV-C-03;V-C-03-04
NV-C-03;V-C-03-05
NV-M-03;V-M-03-0
NV-M-03;V-M-03-01
NV-C-04;V-C-04-0
NV-C-04;V-C-04-01
NV-C-04;V-C-04-02
NV-C-04;V-C-04-03
NV-C-04;V-C-04-04
NV-C-04;V-C-04-05
NV-C-04;V-C-04-06
NV-C-04;V-C-04-07
NV-C-04;V-C-04-08
NV-C-04;V-C-04-09
NV-C-04;V-C-04-10
NV-C-04;V-C-04-11
NV-C-04;V-C-04-12
NV-C-04;V-C-04-13
NV-C-04;V-C-04-14
NV-M-04;V-M-04-0
NV-M-04;V-M-04-01
NV-M-04;V-M-04-02
NV-M-04;V-M-04-03
NV-C-05;V-C-05-0
NV-C-05;V-C-05-01
NV-C-05;V-C-05-02
NV-C-05;V-C-05-03
NV-C-05;V-C-05-04
NV-C-05;V-C-05-05
NV-M-05;V-M-05-0
NV-M-05;V-M-05-01
NV-M-06;V-M-06-0
NV-M-06;V-M-06-01
NC-0-0;C-0-0-0
NC-C-01;C-C-01-0
NC-C-02;C-C-02-0
NC-C-03;C-C-03-0
NC-C-04;C-C-04-0
NC-C-05;C-C-05-0
NC-C-06;C-C-06-0
NC-C-07;C-C-07-0
NC-C-08;C-C-08-0
ND-0-0;D-0-0-0
ND-D-01;D-D-01-0
ND-D-02;D-D-02-0
ND-D-03;D-D-03-0
NE-0-0;E-0-0-0
NE-E-01;E-E-01-0
NE-E-02;E-E-02-0
NE-E-03;E-E-03-0
TA-0-0;A-0-0-0
TA-0-01;A-0-01-0
TA-0-02;A-0-02-0
TB-0-0;B-0-0-0
TB-0-01;B-0-01-0
TB-0-02;B-0-02-0
TB-0-03;B-0-03-0
TB-0-04;B-0-04-0
TB-0-05;B-0-05-0
TC-0-0;C-0-0-0
TC-0-01;C-0-01-0
TD-0-0;D-0-0-0
TD-0-01;D-0-01-0
TD-0-02;D-0-02-0
TD-0-03;D-0-03-0
TE-0-0;E-0-0-0
TE-0-01;E-0-01-0
TE-0-02;E-0-02-0
TE-0-03;E-0-03-0
TF-0-0;F-0-0-0
TF-0-01;F-0-01-0
TG-0-0;G-0-0-0
TG-0-01;G-0-01-0
TH-0-0;H-0-0-0
TH-0-01;H-0-01-0
TH-0-02;H-0-02-0
TH-0-03;H-0-03-0
TH-0-04;H-0-04-0
TH-0-05;H-0-05-0
TH-0-06;H-0-06-0
