natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;kartleggingsenhetMalestokk;kartleggingsenhetKode;kartleggingsenhetDef
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk20000;NA T32-E-2;intermediære enger
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-11;kalkfattig tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-10;kalkrik fukteng med klart hevdpreg og svakt preg av gjødsling
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-9;kalkrik fukteng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-10;sterkt kalkrik eng med ekstensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-9;sterkt kalkrik eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-8;svakt kalkrik eng med gjødselpåvirkning
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-7;svakt kalkrik eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-6;svakt kalkrik eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-5;intermediær eng med gjødselpåvirkning
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-11;kalkrik fukteng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-4;intermediær eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-2;kalkfattig eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-1;kalkfattig eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-3;intermediær eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-12;kalkrik fukteng med klart hevdpreg og gjødselpåvirkning
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-13;kalkfattig tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-14;kalkfattig tørreng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-8;sterkt kalkrik eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-7;sterkt kalkrik eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-6;intermediær eng med svakt preg av gjødsling
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-5;svakt kalkrik eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-4;intermediær eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-3;intermediær eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-2;kalkfattig eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-1;kalkfattig eng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-21;sanddyne-eng med klart hevdpreg og gjødselpåvirkning
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-20;sterkt kalkrik tørreng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-19;sterkt kalkrik tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-18;svakt kalkrik tørreng med klart hevdpreg og gjødselpåvirkning
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-17;svakt kalkrik tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-16;intermediær tørreng med klart hevdpreg og gjødselpåvirkning
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk2500;NA T32-B-15;intermediær tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-14;kalkrik kildepåvirket boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-13;intermediær kildepåvirket boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-12;sterkt kalkrik boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-11;sterkt kalkrik boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-10;sterkt kalkrik boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-9;svakt kalkrik boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-1;kalkfattig boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-8;svakt kalkrik boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-6;intermediær boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-5;intermediær boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-4;intermediær boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-3;kalkfattig boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-2;kalkfattig boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-1;kalkfattig boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk5000;NA T31-C-7;svakt kalkrik boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-14;kalkrik kildepåvirket boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-2;kalkfattige boreale lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-4;intermediære boreal lyng- og lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-7;sterkt kalkrike boreale lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-6;svakt kalkrike boreale lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-3;intermediære boreale friske heier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-5;kalkrike boreale friske heier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-3;intermediære boreale friske heier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-2;kalkfattige boreale lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-1;kalkfattig boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-7;sterkt kalkrike boreale lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-6;svakt kalkrike boreale lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk10000;NA T31-D-5;kalkrike boreale friske heier
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk20000;NA T31-E-4;intermediære boreal lyng- og lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-13;intermediær kildepåvirket boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-12;sterkt kalkrik boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-11;sterkt kalkrik boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-10;sterkt kalkrik boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-9;svakt kalkrik boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-8;svakt kalkrik boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-7;svakt kalkrik boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-6;intermediær boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-5;intermediær boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-4;intermediær boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-3;kalkfattig boreal lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-2;kalkfattig boreal lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Boreal hei;NA T31;Malestokk2500;NA T31-B-1;kalkfattig boreal frisk hei
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket mark med preg av semi-naturlig eng;NA T41;Malestokk10000;NA T41-D-1;eng-liknende oppdyrket mark
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket mark med preg av semi-naturlig eng;NA T41;Malestokk20000;NA T41-E-1;eng-liknende oppdyrket mark
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket mark med preg av semi-naturlig eng;NA T41;Malestokk5000;NA T41-C-1;eng-aktig oppdyrket mark
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket mark med preg av semi-naturlig eng;NA T41;Malestokk2500;NA T41-B-1;eng-liknende oppdyrket mark
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk20000;NA T30-E-1;flomskogsmarker
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk10000;NA T30-D-1;flomskogsmarker
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk5000;NA T30-C-4;erosjonspreget flomskogsmark
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk5000;NA T30-C-3;kildepåvirkede flomskogsmarker på finmateriale
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk5000;NA T30-C-2;flomskogsmarker på finmateriale
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk5000;NA T30-C-1;flomskogsmarker på grus og stein
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-7;erosjonspreget flomskogsmark
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-5;beskyttet flomskogsmark med storbregner og høgstauder
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-6;eksponert flomskogsmark med storbregner og høgstauder
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-1;beskyttet flomskogsmark på grus og stein
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-2;eksponert flomskogsmark på grus og stein
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-3;beskyttet flomskogsmark på finmateriale
Natursystem;NA;Fastmarkssystemer;NA T;Flomskogsmark;NA T30;Malestokk2500;NA T30-B-4;eksponert flomskogsmark på finmateriale
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg;NA T42;Malestokk2500;NA T42-B-1;blomsterbed og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg;NA T42;Malestokk5000;NA T42-C-1;blomsterbed og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg;NA T42;Malestokk10000;NA T42-D-1;blomsterbed og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg;NA T42;Malestokk20000;NA T42-E-1;blomsterbed og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-3;øvre grusstrand med pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-4;øvre grusstrand uten pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-5;øvre sandstrand med pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-6;øvre sandstrand uten pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-7;nedre steinstrand med pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-8;nedre grusstrand med pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-9;nedre sandstrand med pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-10;øvre grusstrand med vinddeflasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk5000;NA T29-C-1;stein- og grusstrender og strandlinjer i pionérfase på epilitoral fastmark
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk5000;NA T29-C-2;stein- og grusstrender og strandlinjer i etablerings- og konsolideringsfase på epilitoral fastmark
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk5000;NA T29-C-3;øvre skjellsandstrand med pionervegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk5000;NA T29-C-4;øvre skjellsandstrand uten pionervegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk5000;NA T29-C-5;stein- og grusstrender og strandlinjer i pionérfase i supralitoral
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk5000;NA T29-C-6;nedre skjellsandstrand med pionervegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-2;øvre steinstrand uten pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk2500;NA T29-B-1;øvre steinstrand med pionérvegetasjon
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk10000;NA T29-D-1;stein- og grusstrender og strandlinjer
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk10000;NA T29-D-2;skjellsand-strender og strandlinjer
Natursystem;NA;Fastmarkssystemer;NA T;Grus- og steindominert strand og strandlinje;NA T29;Malestokk20000;NA T29-E-1;skjellsand- grus- og steindominerte strender og strandlinjer
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk20000;NA T28-E-2;intermediær og svakt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk20000;NA T28-E-1;kalkfattig polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk10000;NA T28-D-3;sterkt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk10000;NA T28-D-2;intermediær og svakt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk10000;NA T28-D-1;kalkfattig polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk5000;NA T28-C-3;sterkt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk5000;NA T28-C-1;kalkfattig polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk2500;NA T28-B-3;sterkt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk2500;NA T28-B-2;intermediær og svakt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk2500;NA T28-B-1;kalkfattig polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk5000;NA T28-C-2;intermediær og svakt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Polarørken;NA T28;Malestokk20000;NA T28-E-3;sterkt kalkrik polarørken
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk20000;NA T27-E-3;blokkmark i vegetasjonsfritt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk20000;NA T27-E-2;kalkrike blokkmarker
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk10000;NA T27-D-3;blokkmark i vegetasjonsfritt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk10000;NA T27-D-2;kalkrike blokkmarker
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk10000;NA T27-D-1;kalkfattige og intermediære blokkmarker
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk20000;NA T27-E-1;kalkfattige og intermediære blokkmarker
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-5;blokkmark i vegetasjonsfritt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-4;kalkrik snøleie-blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-3;kalkrik blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-2;kalkfattig og intermediær snøleie-blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-1;kalkfattig og intermediær blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-6;kalkfattig og intermediær rabbepreget blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-5;blokkmark i vegetasjonsfritt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-7;kalkrik rabbepreget blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-4;kalkrik snøleie-blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-3;kalkrik blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-7;kalkrik rabbepreget blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-6;kalkfattig og intermediær rabbepreget blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-2;kalkfattig og intermediær snøleie-blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk2500;NA T27-B-8;pionérfase-blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Blokkmark;NA T27;Malestokk5000;NA T27-C-1;kalkfattig og intermediær blokkmark
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-1;veldrenert breforland i etableringsfasen mot fjellhei
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-2;fuktig breforland i etableringsfasen mot fjellhei
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-3;veldrenert breforland i etableringsfasen mot snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-4;fuktig breforland i etableringsfasen mot snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-5;grus- og steindominert breforland i pionérfasen
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk20000;NA T26-E-1;breforland og snøavsmeltningsområder
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk10000;NA T26-D-3;breforland og snøavsmeltningsområder i pionérfase, dominert av fin grus sand, silt til leire
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk10000;NA T26-D-2;grus og steindominert breforland i pionerfasen
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk10000;NA T26-D-1;fjellhei og snøleie initialer
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk5000;NA T26-C-4;breforland og snøavsmeltingsområder i pionérfase, dominert av fin grus, sand, silt til leire
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk5000;NA T26-C-3;grus- og steindominert breforland i pionerfasen
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk5000;NA T26-C-2;snøleie-initialer
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk5000;NA T26-C-1;fjellhei-initialer
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-7;silt- og leirdominert breforland i pionérfasen
Natursystem;NA;Fastmarkssystemer;NA T;Breforland og snøavsmeltingsområde;NA T26;Malestokk2500;NA T26-B-6;sanddominert breforland i pionérfasen
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, varig fastmark med intensivt hevdpreg;NA T43;Malestokk2500;NA T43-B-1;plener, parker og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, varig fastmark med intensivt hevdpreg;NA T43;Malestokk5000;NA T43-C-1;plener, parker og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, varig fastmark med intensivt hevdpreg;NA T43;Malestokk10000;NA T43-D-1;plener, parker og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret, varig fastmark med intensivt hevdpreg;NA T43;Malestokk20000;NA T43-E-1;plener, parker og liknende
Natursystem;NA;Fastmarkssystemer;NA T;Historisk skredmark;NA T25;Malestokk10000;NA T25-D-1;historisk jordskred
Natursystem;NA;Fastmarkssystemer;NA T;Historisk skredmark;NA T25;Malestokk20000;NA T25-E-2;historiske grus- og sandskred
