natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;miljovariabelType;miljovariabelHovedtype;miljovariabelKode;miljovariabelNavn;trinnKode;trinnNavn;basistrinnNavn
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;VF;Vannpåvirkningsintensitet;M3-VF_3;;VF-g
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;VF;Vannpåvirkningsintensitet;M3-VF_4;;VF-h
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_1;;TV-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_1;;TV-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_2;;TV-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_2;;TV-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_2;;TV-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_3;;TV-h
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_3;;TV-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;TV;Tørrleggingsvarighet;M3-TV_3;;TV-g
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;SA;Marin salinitet;M3-SA_3;;SA-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;SA;Marin salinitet;M3-SA_3;;SA-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;SA;Marin salinitet;M3-SA_3;;SA-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;SA;Marin salinitet;M3-SA_2;;SA-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;SA;Marin salinitet;M3-SA_2;;SA-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;SA;Marin salinitet;M3-SA_1;;SA-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;S1;Dominerende kornstørrelsesklasse;M3-S1_2;blokker;S1-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;S1;Dominerende kornstørrelsesklasse;M3-S1_1;fast fjell;S1-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;RU;Rasutsatthet;M3-RU_2;temmelig til svært sterkt raspreget;RU-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;RU;Rasutsatthet;M3-RU_2;temmelig til svært sterkt raspreget;RU-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;RU;Rasutsatthet;M3-RU_2;temmelig til svært sterkt raspreget;RU-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;RU;Rasutsatthet;M3-RU_1;uten raspreg til litt raspreget;RU-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;RU;Rasutsatthet;M3-RU_1;uten raspreg til litt raspreget;RU-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;Miljøvariabel;NA M3;RU;Rasutsatthet;M3-RU_1;uten raspreg til litt raspreget;RU-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;TV;Tørrleggingsvarighet;M4-TV_1;;TV-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;TV;Tørrleggingsvarighet;M4-TV_2;;TV-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;TV;Tørrleggingsvarighet;M4-TV_2;;TV-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SE;Sedimentbasert forstyrrelse;M4-SE_1;;SE-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SE;Sedimentbasert forstyrrelse;M4-SE_1;;SE-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SE;Sedimentbasert forstyrrelse;M4-SE_1;;SE-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SE;Sedimentbasert forstyrrelse;M4-SE_2;;SE-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SA;Marin salinitet;M4-SA_1;;SA-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SA;Marin salinitet;M4-SA_1;;SA-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SA;Marin salinitet;M4-SA_1;;SA-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SA;Marin salinitet;M4-SA_2;;SA-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;SA;Marin salinitet;M4-SA_2;;SA-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3S;Spesielle sorterte sedimenter;M4-S3S_1;;S3S-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3S;Spesielle sorterte sedimenter;M4-S3S_2;;S3S-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3S;Spesielle sorterte sedimenter;M4-S3S_3;;S3S-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3F;Finmaterialinnhold;M4-S3F_2;;S3F-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3F;Finmaterialinnhold;M4-S3F_2;;S3F-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3F;Finmaterialinnhold;M4-S3F_3;;S3F-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3F;Finmaterialinnhold;M4-S3F_1;;S3F-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3F;Finmaterialinnhold;M4-S3F_1;;S3F-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3E;Erosjonsmotstand;M4-S3E_1;;S3E-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3E;Erosjonsmotstand;M4-S3E_1;;S3E-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3E;Erosjonsmotstand;M4-S3E_2;;S3E-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3E;Erosjonsmotstand;M4-S3E_3;;S3E-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3E;Erosjonsmotstand;M4-S3E_4;;S3E-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;S3E;Erosjonsmotstand;M4-S3E_5;;S3E-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;KA;Kalkinnhold;M4-KA_1;;KA-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;KA;Kalkinnhold;M4-KA_1;;KA-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;KA;Kalkinnhold;M4-KA_1;;KA-g
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;KA;Kalkinnhold;M4-KA_2;;KA-h
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;KA;Kalkinnhold;M4-KA_2;;KA-i
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;IO;Innhold av organisk materiale;M4-IO_2;;IO-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;IO;Innhold av organisk materiale;M4-IO_1;;IO-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;IO;Innhold av organisk materiale;M4-IO_1;;IO-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;IO;Innhold av organisk materiale;M4-IO_1;;IO-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;DL;Dybderelatert lyssvekking;M4-DL_1;;DL-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;DL;Dybderelatert lyssvekking;M4-DL_1;;DL-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;DL;Dybderelatert lyssvekking;M4-DL_1;;DL-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;Miljøvariabel;NA M4;DL;Dybderelatert lyssvekking;M4-DL_2;;DL-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_5;;DM-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_5;;DM-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_3;;DM-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_4;;DM-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_4;;DM-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_1;;DM-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DM;Dybderelatert miljøstabilisering;M5-DM_2;;DM-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DD;Dybderelatert variasjon i dype terskelfjorder;M5-DD_1;atlantisk vann i nedre sublitoral (< 700 m);DD-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;DD;Dybderelatert variasjon i dype terskelfjorder;M5-DD_2;atlantisk vann i bathypelagial og bathyal (> 700 m);DD-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;IO;Innhold av organisk materiale;M5-IO_2;;IO-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;IO;Innhold av organisk materiale;M5-IO_1;;IO-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;IO;Innhold av organisk materiale;M5-IO_1;;IO-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;IO;Innhold av organisk materiale;M5-IO_1;;IO-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3E;Erosjonsmotstand;M5-S3E_1;;S3E-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3E;Erosjonsmotstand;M5-S3E_1;;S3E-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3E;Erosjonsmotstand;M5-S3E_2;;S3E-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3E;Erosjonsmotstand;M5-S3E_3;;S3E-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3E;Erosjonsmotstand;M5-S3E_3;;S3E-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3E;Erosjonsmotstand;M5-S3E_4;;S3E-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3S;Spesielle sorterte sedimenter;M5-S3S_1;;S3S-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3S;Spesielle sorterte sedimenter;M5-S3S_2;;S3S-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3S;Spesielle sorterte sedimenter;M5-S3S_3;;S3S-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3S;Spesielle sorterte sedimenter;M5-S3S_4;;S3S-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;VF;Vannpåvirkningsintensitet;M5-VF_1;svært beskyttet;VF-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;VF;Vannpåvirkningsintensitet;M5-VF_2;temmelig og litt beskyttet;VF-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;VF;Vannpåvirkningsintensitet;M5-VF_2;temmelig og litt beskyttet;VF-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3F;Finmaterialinnhold;M5-S3F_1;;S3F-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3F;Finmaterialinnhold;M5-S3F_1;;S3F-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3F;Finmaterialinnhold;M5-S3F_2;;S3F-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3F;Finmaterialinnhold;M5-S3F_2;;S3F-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;Miljøvariabel;NA M5;S3F;Finmaterialinnhold;M5-S3F_3;;S3F-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;Miljøvariabel;NA M6;LK;Langsom sekundær suksesjon på korallrev;M6-LK_1;levende korallrev;LK-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;Miljøvariabel;NA M6;LK;Langsom sekundær suksesjon på korallrev;M6-LK_2;dødt korallrev;LK-+
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;Miljøvariabel;NA M6;KY;Kysttilknytning;M6-KY_2;;KY-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;Miljøvariabel;NA M6;KY;Kysttilknytning;M6-KY_1;;KY-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;Miljøvariabel;NA M6;DM;Dybderelatert miljøstabilisering;M6-DM_1;øvre sublitoral (< 200 m);DM-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;Miljøvariabel;NA M6;DM;Dybderelatert miljøstabilisering;M6-DM_2;atlantisk vann, typisk i nedre sublitoral 200-700 m;DM-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;TV;Tørrleggingsvarighet;M7-TV_1;;TV-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;TV;Tørrleggingsvarighet;M7-TV_2;;TV-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;TV;Tørrleggingsvarighet;M7-TV_2;;TV-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;SA;Marin salinitet;M7-SA_2;;SA-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;SA;Marin salinitet;M7-SA_2;;SA-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;SA;Marin salinitet;M7-SA_2;;SA-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;SA;Marin salinitet;M7-SA_1;;SA-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;SA;Marin salinitet;M7-SA_1;;SA-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;SA;Marin salinitet;M7-SA_1;;SA-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;S3F;Finmaterialinnhold;M7-S3F_1;litt og temmelig finmaterialrik;S3F-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;S3F;Finmaterialinnhold;M7-S3F_1;litt og temmelig finmaterialrik;S3F-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;S3F;Finmaterialinnhold;M7-S3F_2;finmaterialdominert;S3F-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;S3E;Erosjonsmotstand;M7-S3E_1;ingen og svært liten erosjonsmotstand;S3E-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;S3E;Erosjonsmotstand;M7-S3E_1;ingen og svært liten erosjonsmotstand;S3E-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Miljøvariabel;NA M7;S3E;Erosjonsmotstand;M7-S3E_2;temmelig liten erosjonsmotstand;S3E-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;TV;Tørrleggingsvarighet;M8-TV_2;vannstrand (hydrolitoral);TV-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;TV;Tørrleggingsvarighet;M8-TV_2;vannstrand (hydrolitoral);TV-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;TV;Tørrleggingsvarighet;M8-TV_1;sublitoral;TV-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;SA;Marin salinitet;M8-SA_1;brakt;SA-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;SA;Marin salinitet;M8-SA_1;brakt;SA-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;SA;Marin salinitet;M8-SA_1;brakt;SA-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;SA;Marin salinitet;M8-SA_2;salt;SA-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;SA;Marin salinitet;M8-SA_2;salt;SA-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;SA;Marin salinitet;M8-SA_2;salt;SA-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;IO;Innhold av organisk materiale;M8-IO_1;overveiende uorganisk bunn og bunn med litt organisk materiale;IO-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;IO;Innhold av organisk materiale;M8-IO_1;overveiende uorganisk bunn og bunn med litt organisk materiale;IO-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;IO;Innhold av organisk materiale;M8-IO_2;bunn med mye organisk materiale og overveiende organisk bunn;IO-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Miljøvariabel;NA M8;IO;Innhold av organisk materiale;M8-IO_2;bunn med mye organisk materiale og overveiende organisk bunn;IO-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_3;;TV-k
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_2;;TV-i
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_2;;TV-j
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_1;;TV-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_1;;TV-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_1;;TV-e
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_1;;TV-f
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_1;;TV-g
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;TV;Tørrleggingsvarighet;M9-TV_1;;TV-h
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SM;Størrelsesrelatert miljøvariabilitet (i vannsystemer);M9-SM_1;;SM-h
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SM;Størrelsesrelatert miljøvariabilitet (i vannsystemer);M9-SM_1;;SM-g
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SM;Størrelsesrelatert miljøvariabilitet (i vannsystemer);M9-SM_2;;SM-i
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SM;Størrelsesrelatert miljøvariabilitet (i vannsystemer);M9-SM_3;;SM-¤
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SE;Sedimentbasert forstyrrelse;M9-SE_1;;SE-0
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SE;Sedimentbasert forstyrrelse;M9-SE_1;;SE-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Miljøvariabel;NA M9;SE;Sedimentbasert forstyrrelse;M9-SE_2;;SE-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Miljøvariabel;NA M10;GS;Grottebetinget skjerming;M10-GS_1;;GS-a
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Miljøvariabel;NA M10;GS;Grottebetinget skjerming;M10-GS_1;;GS-b
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Miljøvariabel;NA M10;GS;Grottebetinget skjerming;M10-GS_2;;GS-c
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Miljøvariabel;NA M10;GS;Grottebetinget skjerming;M10-GS_2;;GS-d
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Miljøvariabel;NA M10;GS;Grottebetinget skjerming;M10-GS_2;;GS-¤
