Besys	Nivå 1 kode	col_2	col_3	Nivå 2 beskrivelse	Trinn	Sammensatt_kode	Verdi	Type	RS	Nivå 2 kode ny	Tags	Nivå 2 tags
4	TS	Trestørrelse	ALin-TS	Totalantall store trær - Gråor (Alnus incana)     	2	4TS-ALin-TS_2	1-2 per daa	T4/daa	4	4TS-ALin-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpe-TS	Totalantall store trær - Hengebjørk (Betula pendula)     	2	4TS-BEpe-TS_2	1-2 per daa	T4/daa	4	4TS-BEpe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpu-TS	Totalantall store trær - Bjørk (Betula pubescens)     	2	4TS-BEpu-TS_2	1-2 per daa	T4/daa	4	4TS-BEpu-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BE-TS	Totalantall store trær - Bjørkeslekta (Betula spp.)     	2	4TS-BE-TS_2	1-2 per daa	T4/daa	4	4TS-BE-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BL-TS	Totalantall store trær - Boreale lauvtrær	2	4TS-BL-TS_2	1-2 per daa	T4/daa	4	4TS-BL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	COav-TS	Totalantall store trær - Hassel (Corylus avellana)     	2	4TS-COav-TS_2	1-2 per daa	T4/daa	4	4TS-COav-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	EL-TS	Totalantall store trær - Edellauvtrær	2	4TS-EL-TS_2	1-2 per daa	T4/daa	4	4TS-EL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FAsy-TS	Totalantall store trær - Bøk (Fagus sulvatica)     	2	4TS-FAsy-TS_2	1-2 per daa	T4/daa	4	4TS-FAsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FB-TS	Totalantall store trær - Fremmede bartrær	2	4TS-FB-TS_2	1-2 per daa	T4/daa	4	4TS-FB-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FRex-TS	Totalantall store trær - Ask (Fraxinus excelsior)     	2	4TS-FRex-TS_2	1-2 per daa	T4/daa	4	4TS-FRex-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FUal-TS	Totalantall store trær - Trollhegg (Frangula alnus)     	2	4TS-FUal-TS_2	1-2 per daa	T4/daa	4	4TS-FUal-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	GF-TS	Totalantall store trær - Gran eller furu	2	4TS-GF-TS_2	1-2 per daa	T4/daa	4	4TS-GF-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	LA-TS	Totalantall store trær - Lerk (Larix spp.)     	2	4TS-LA-TS_2	1-2 per daa	T4/daa	4	4TS-LA-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	MAsy-TS	Totalantall store trær - Eple (Malus sylvestris)     	2	4TS-MAsy-TS_2	1-2 per daa	T4/daa	4	4TS-MAsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PIab-TS	Totalantall store trær - Gran (Picea abies)     	2	4TS-PIab-TS_2	1-2 per daa	T4/daa	4	4TS-PIab-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PIzz-TS	Totalantall store trær - Innførte gran-arter (Picea spp., inkl. sitkagran P. sitchensis)	2	4TS-PIzz-TS_2	1-2 per daa	T4/daa	4	4TS-PIzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	POtr-TS	Totalantall store trær - Osp (Populus tremula)     	2	4TS-POtr-TS_2	1-2 per daa	T4/daa	4	4TS-POtr-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	POzz-TS	Totalantall store trær - Innførte poppel-arter (Populus spp.)    	2	4TS-POzz-TS_2	1-2 per daa	T4/daa	4	4TS-POzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRce-TS	Totalantall store trær - Kirsebær og morell (Prunus subg. Cerasus)  	2	4TS-PRce-TS_2	1-2 per daa	T4/daa	4	4TS-PRce-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRdo-TS	Totalantall store trær - Plomme (Prunus domestica)     	2	4TS-PRdo-TS_2	1-2 per daa	T4/daa	4	4TS-PRdo-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRpa-TS	Totalantall store trær - Hegg (Prunus padus)     	2	4TS-PRpa-TS_2	1-2 per daa	T4/daa	4	4TS-PRpa-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRsp-TS	Totalantall store trær - Slåpetorn (Prunus spinosa)     	2	4TS-PRsp-TS_2	1-2 per daa	T4/daa	4	4TS-PRsp-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PUsy-TS	Totalantall store trær - Furu (Pinus sylvestris)     	2	4TS-PUsy-TS_2	1-2 per daa	T4/daa	4	4TS-PUsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PUzz-TS	Totalantall store trær - Innførte furu-arter (Pinus spp.)    	2	4TS-PUzz-TS_2	1-2 per daa	T4/daa	4	4TS-PUzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PYco-TS	Totalantall store trær - Pære (Pyrus communis)     	2	4TS-PYco-TS_2	1-2 per daa	T4/daa	4	4TS-PYco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	QU-TS	Totalantall store trær - Eikeslekta (Quercus sp.)     	2	4TS-QU-TS_2	1-2 per daa	T4/daa	4	4TS-QU-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAca-TS	Totalantall store trær - Selje (Salix caprea)     	2	4TS-SAca-TS_2	1-2 per daa	T4/daa	4	4TS-SAca-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAda-TS	Totalantall store trær - Doggpil (Salix daphnoides)     	2	4TS-SAda-TS_2	1-2 per daa	T4/daa	4	4TS-SAda-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SApe-TS	Totalantall store trær - Istervier (Salix pentandra)     	2	4TS-SApe-TS_2	1-2 per daa	T4/daa	4	4TS-SApe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAtr-TS	Totalantall store trær - Mandelpil (Salix triandra)     	2	4TS-SAtr-TS_2	1-2 per daa	T4/daa	4	4TS-SAtr-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAzz-TS	Totalantall store trær - Innførte pilearter (Salix spp.)    	2	4TS-SAzz-TS_2	1-2 per daa	T4/daa	4	4TS-SAzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SOau-TS	Totalantall store trær - Rogn (Sorbus aucuparia)     	2	4TS-SOau-TS_2	1-2 per daa	T4/daa	4	4TS-SOau-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SOzz-TS	Totalantall store trær - Asal (Sorbus-arter unntatt rogn)    	2	4TS-SOzz-TS_2	1-2 per daa	T4/daa	4	4TS-SOzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	T0	Totalt treantall 	2	4TS-T0_2	1-2 per daa	T4/daa	4	4TS-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TAba-TS	Totalantall store trær - Barlind (Taxus baccata)     	2	4TS-TAba-TS_2	1-2 per daa	T4/daa	4	4TS-TAba-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TIco-TS	Totalantall store trær - Lind (Tilia cordata)     	2	4TS-TIco-TS_2	1-2 per daa	T4/daa	4	4TS-TIco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TS	Totalantall store trær	2	4TS-TS_2	1-2 per daa	T4/daa	4	4TS-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ULgl-TS	Totalantall store trær - Alm (Ulmus glabra)     	2	4TS-ULgl-TS_2	1-2 per daa	T4/daa	4	4TS-ULgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D0	Antall svært små trær, med dbh (diameter i brysthøyde) < 5 cm (per treslag)	2	4TS-XY-GD-D0_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D1	Antall små trær, med 5 cm < dbh  < 10 cm (per treslag)	2	4TS-XY-GD-D1_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D2	Antall nokså små trær, med 10 cm < dbh  < 20 cm (per treslag)	2	4TS-XY-GD-D2_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D2	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D3	Antall nokså store trær, med 20 cm < dbh  < 30 cm (per treslag)	2	4TS-XY-GD-D3_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D3	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D4	Antall store trær, med 30 cm < dbh  < 40 cm (per treslag)	2	4TS-XY-GD-D4_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D4	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D5	Antall svært store trær, med 40 cm < dbh  < 80 cm (per treslag)	2	4TS-XY-GD-D5_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D5	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D6	Antall kjemper, med dbh  > 80 cm (per treslag)	2	4TS-XY-GD-D6_2	1-2 per daa	T4/daa	4	4TS-XY-GD-D6	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T0	Totalt treantall  (per treslag)	2	4TS-XY-T0_2	1-2 per daa	T4/daa	4	4TS-XY-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T1	Totalantall trær som er små eller større enn små (antall trær med dbh > 5 cm)  (per treslag)	2	4TS-XY-T1_2	1-2 per daa	T4/daa	4	4TS-XY-T1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T2	Totalantall trær som er nokså små eller større enn nokså små (antall trær med dbh > 10 cm)  (per treslag)	2	4TS-XY-T2_2	1-2 per daa	T4/daa	4	4TS-XY-T2	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T3	Totalantall trær som er nokså store eller større enn nokså store (antall trær med dbh > 20 cm)  (per treslag)	2	4TS-XY-T3_2	1-2 per daa	T4/daa	4	4TS-XY-T3	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T4	Totalantall store trær og trær som er større enn store (antall trær med dbh > 30 cm)  (per treslag)	2	4TS-XY-T4_2	1-2 per daa	T4/daa	4	4TS-XY-T4	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T5	Totalantall svært store trær og kjemper (antall trær med dbh > 40 cm)  (per treslag)	2	4TS-XY-T5_2	1-2 per daa	T4/daa	4	4TS-XY-T5	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-TS	Totalantall store trær (per treslag)	2	4TS-XY-TS_2	1-2 per daa	T4/daa	4	4TS-XY-TS	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	0	Totalantall stående døde trær	9	4DG-0_9	128 eller flere per daa	T4/daa	4	4DG-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-0	Middels dimensjon (10–30 cm) - Alle treslag	9	4DG-M-0_9	128 eller flere per daa	T4/daa	4	4DG-M-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-B	Middels dimensjon (10–30 cm) - Bartrær	9	4DG-M-B_9	128 eller flere per daa	T4/daa	4	4DG-M-B	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-L	Middels dimensjon (10–30 cm) - Lauvtrær	9	4DG-M-L_9	128 eller flere per daa	T4/daa	4	4DG-M-L	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-0	Stor dimensjon (> 30 cm) - Alle treslag	9	4DG-S-0_9	128 eller flere per daa	T4/daa	4	4DG-S-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-B	Stor dimensjon (> 30 cm) - Bartrær	9	4DG-S-B_9	128 eller flere per daa	T4/daa	4	4DG-S-B	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-L	Stor dimensjon (> 30 cm) - Lauvtrær	9	4DG-S-L_9	128 eller flere per daa	T4/daa	4	4DG-S-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0	Totalantall liggende dødvedenheter	9	4DL-0_9	128 eller flere per daa	T4/daa	4	4DL-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0-B	Totalantall liggende dødvedenheter - Bartrær	9	4DL-0-B_9	128 eller flere per daa	T4/daa	4	4DL-0-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0-L	Totalantall liggende dødvedenheter - Lauvtrær	9	4DL-0-L_9	128 eller flere per daa	T4/daa	4	4DL-0-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	L	Stor dimensjon (> 30 cm) - Totalantall lite nedbrutte dødvedenheter	9	4DL-L_9	128 eller flere per daa	T4/daa	4	4DL-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-0	Middels dimensjon (10–30 cm), lite nedbrutt - Alle treslag	9	4DL-ML-0_9	128 eller flere per daa	T4/daa	4	4DL-ML-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-B	Middels dimensjon (10–30 cm), lite nedbrutt - Bartrær	9	4DL-ML-B_9	128 eller flere per daa	T4/daa	4	4DL-ML-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-L	Middels dimensjon (10–30 cm), lite nedbrutt - Lauvtrær	9	4DL-ML-L_9	128 eller flere per daa	T4/daa	4	4DL-ML-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-0	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Alle treslag	9	4DL-MS-0_9	128 eller flere per daa	T4/daa	4	4DL-MS-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-B	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Bartrær	9	4DL-MS-B_9	128 eller flere per daa	T4/daa	4	4DL-MS-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-L	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Lauvtrær	9	4DL-MS-L_9	128 eller flere per daa	T4/daa	4	4DL-MS-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	S	Stor dimensjon (> 30 cm) - Totalantall sterkt nedbrutte dødvedenheter	9	4DL-S_9	128 eller flere per daa	T4/daa	4	4DL-S	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-0	Stor dimensjon (> 30 cm), lite nedbrutt  - Alle treslag	9	4DL-SL-0_9	128 eller flere per daa	T4/daa	4	4DL-SL-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-B	Stor dimensjon (> 30 cm), lite nedbrutt  - Bartrær	9	4DL-SL-B_9	128 eller flere per daa	T4/daa	4	4DL-SL-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-L	Stor dimensjon (> 30 cm), lite nedbrutt  - Lauvtrær	9	4DL-SL-L_9	128 eller flere per daa	T4/daa	4	4DL-SL-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-0	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Alle treslag	9	4DL-SS-0_9	128 eller flere per daa	T4/daa	4	4DL-SS-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-B	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Bartrær	9	4DL-SS-B_9	128 eller flere per daa	T4/daa	4	4DL-SS-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-L	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Lauvtrær	9	4DL-SS-L_9	128 eller flere per daa	T4/daa	4	4DL-SS-L	Trinn	Kilde til variasjon
4	RV	Rotvelt	0	Alle rotvelter	9	4RV-0_9	128 eller flere per daa	T4/daa	4	4RV-0	Trinn	Kilde til variasjon
4	RV	Rotvelt	RL	Liten rotvelt	9	4RV-RL_9	128 eller flere per daa	T4/daa	4	4RV-RL	Trinn	Kilde til variasjon
4	RV	Rotvelt	RS	Stor rotvelt	9	4RV-RS_9	128 eller flere per daa	T4/daa	4	4RV-RS	Trinn	Kilde til variasjon
4	TG	Gammelt tre	0	Totalantall gamle trær	9	4TG-0_9	128 eller flere per daa	T4/daa	4	4TG-0	Trinn	Kilde til variasjon
4	TG	Gammelt tre	AB	Totalantall gamle trær - Edelgranslekta (Abies spp.)     	9	4TG-AB_9	128 eller flere per daa	T4/daa	4	4TG-AB	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ACpl	Totalantall gamle trær - Spisslønn (Acer platanoides)     	9	4TG-ACpl_9	128 eller flere per daa	T4/daa	4	4TG-ACpl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ACps	Totalantall gamle trær - Platanlønn (Acer pseudoplatanus)     	9	4TG-ACps_9	128 eller flere per daa	T4/daa	4	4TG-ACps	Trinn	Kilde til variasjon
4	TG	Gammelt tre	AEhi	Totalantall gamle trær - Hestekastanje (Aesculus hippocastanum)     	9	4TG-AEhi_9	128 eller flere per daa	T4/daa	4	4TG-AEhi	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ALgl	Totalantall gamle trær - Svartor (Alnus glutinosus)     	9	4TG-ALgl_9	128 eller flere per daa	T4/daa	4	4TG-ALgl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ALin	Totalantall gamle trær - Gråor (Alnus incana)     	9	4TG-ALin_9	128 eller flere per daa	T4/daa	4	4TG-ALin	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BE	Totalantall gamle trær - Bjørkeslekta (Betula spp.)     	9	4TG-BE_9	128 eller flere per daa	T4/daa	4	4TG-BE	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BEpe	Totalantall gamle trær - Hengebjørk (Betula pendula)     	9	4TG-BEpe_9	128 eller flere per daa	T4/daa	4	4TG-BEpe	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BEpu	Totalantall gamle trær - Bjørk (Betula pubescens)     	9	4TG-BEpu_9	128 eller flere per daa	T4/daa	4	4TG-BEpu	Trinn	Kilde til variasjon
4	TG	Trestørrelse	BL	Totalantall gamle trær - Boreale lauvtrær	9	4TG-BL_9	128 eller flere per daa	T4/daa	4	4TG-BL	Trinn	Kilde til variasjon
4	TG	Gammelt tre	COav	Totalantall gamle trær - Hassel (Corylus avellana)     	9	4TG-COav_9	128 eller flere per daa	T4/daa	4	4TG-COav	Trinn	Kilde til variasjon
4	TG	Trestørrelse	EL	Totalantall gamle trær - Edellauvtrær	9	4TG-EL_9	128 eller flere per daa	T4/daa	4	4TG-EL	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FAsy	Totalantall gamle trær - Bøk (Fagus sulvatica)     	9	4TG-FAsy_9	128 eller flere per daa	T4/daa	4	4TG-FAsy	Trinn	Kilde til variasjon
4	TG	Trestørrelse	FB	Totalantall gamle trær - Fremmede bartrær	9	4TG-FB_9	128 eller flere per daa	T4/daa	4	4TG-FB	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FRex	Totalantall gamle trær - Ask (Fraxinus excelsior)     	9	4TG-FRex_9	128 eller flere per daa	T4/daa	4	4TG-FRex	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FUal	Totalantall gamle trær - Trollhegg (Frangula alnus)     	9	4TG-FUal_9	128 eller flere per daa	T4/daa	4	4TG-FUal	Trinn	Kilde til variasjon
4	TG	Trestørrelse	GF	Totalantall gamle trær - Gran eller furu	9	4TG-GF_9	128 eller flere per daa	T4/daa	4	4TG-GF	Trinn	Kilde til variasjon
4	TG	Gammelt tre	LA	Totalantall gamle trær - Lerk (Larix spp.)     	9	4TG-LA_9	128 eller flere per daa	T4/daa	4	4TG-LA	Trinn	Kilde til variasjon
4	TG	Gammelt tre	MAsy	Totalantall gamle trær - Eple (Malus sylvestris)     	9	4TG-MAsy_9	128 eller flere per daa	T4/daa	4	4TG-MAsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PIab	Totalantall gamle trær - Gran (Picea abies)     	9	4TG-PIab_9	128 eller flere per daa	T4/daa	4	4TG-PIab	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PIzz	Totalantall gamle trær - Innførte gran-arter (Picea spp., inkl. sitkagran P. sitchensis)	9	4TG-PIzz_9	128 eller flere per daa	T4/daa	4	4TG-PIzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	POtr	Totalantall gamle trær - Osp (Populus tremula)     	9	4TG-POtr_9	128 eller flere per daa	T4/daa	4	4TG-POtr	Trinn	Kilde til variasjon
4	TG	Gammelt tre	POzz	Totalantall gamle trær - Innførte poppel-arter (Populus spp.)    	9	4TG-POzz_9	128 eller flere per daa	T4/daa	4	4TG-POzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRce	Totalantall gamle trær - Kirsebær og morell (Prunus subg. Cerasus)  	9	4TG-PRce_9	128 eller flere per daa	T4/daa	4	4TG-PRce	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRdo	Totalantall gamle trær - Plomme (Prunus domestica)     	9	4TG-PRdo_9	128 eller flere per daa	T4/daa	4	4TG-PRdo	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRpa	Totalantall gamle trær - Hegg (Prunus padus)     	9	4TG-PRpa_9	128 eller flere per daa	T4/daa	4	4TG-PRpa	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRsp	Totalantall gamle trær - Slåpetorn (Prunus spinosa)     	9	4TG-PRsp_9	128 eller flere per daa	T4/daa	4	4TG-PRsp	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUsy	Totalantall gamle trær - Furu (Pinus sylvestris)     	9	4TG-PUsy_9	128 eller flere per daa	T4/daa	4	4TG-PUsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUzz	Totalantall gamle trær - Innførte furu-arter (Pinus spp.)    	9	4TG-PUzz_9	128 eller flere per daa	T4/daa	4	4TG-PUzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PYco	Totalantall gamle trær - Pære (Pyrus communis)     	9	4TG-PYco_9	128 eller flere per daa	T4/daa	4	4TG-PYco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	QU	Totalantall gamle trær - Eikeslekta (Quercus sp.)     	9	4TG-QU_9	128 eller flere per daa	T4/daa	4	4TG-QU	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAca	Totalantall gamle trær - Selje (Salix caprea)     	9	4TG-SAca_9	128 eller flere per daa	T4/daa	4	4TG-SAca	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAda	Totalantall gamle trær - Doggpil (Salix daphnoides)     	9	4TG-SAda_9	128 eller flere per daa	T4/daa	4	4TG-SAda	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SApe	Totalantall gamle trær - Istervier (Salix pentandra)     	9	4TG-SApe_9	128 eller flere per daa	T4/daa	4	4TG-SApe	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAtr	Totalantall gamle trær - Mandelpil (Salix triandra)     	9	4TG-SAtr_9	128 eller flere per daa	T4/daa	4	4TG-SAtr	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAzz	Totalantall gamle trær - Innførte pilearter (Salix spp.)    	9	4TG-SAzz_9	128 eller flere per daa	T4/daa	4	4TG-SAzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SOau	Totalantall gamle trær - Rogn (Sorbus aucuparia)     	9	4TG-SOau_9	128 eller flere per daa	T4/daa	4	4TG-SOau	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SOzz	Totalantall gamle trær - Asal (Sorbus-arter unntatt rogn)    	9	4TG-SOzz_9	128 eller flere per daa	T4/daa	4	4TG-SOzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	TAba	Totalantall gamle trær - Barlind (Taxus baccata)     	9	4TG-TAba_9	128 eller flere per daa	T4/daa	4	4TG-TAba	Trinn	Kilde til variasjon
4	TG	Gammelt tre	TIco	Totalantall gamle trær - Lind (Tilia cordata)     	9	4TG-TIco_9	128 eller flere per daa	T4/daa	4	4TG-TIco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ULgl	Totalantall gamle trær - Alm (Ulmus glabra)     	9	4TG-ULgl_9	128 eller flere per daa	T4/daa	4	4TG-ULgl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	XY	Totalantall gamle trær av et gitt treslag	9	4TG-XY_9	128 eller flere per daa	T4/daa	4	4TG-XY	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	BS	Tre med brannspor	9	4TL-BS_9	128 eller flere per daa	T4/daa	5	4TL-BS	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	HE	Hengelavstre	9	4TL-HE_9	128 eller flere per daa	T4/daa	4	4TL-HE	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	HL	Hult lauvtre	9	4TL-HL_9	128 eller flere per daa	T4/daa	4	4TL-HL	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	RB	Rikbarkstre	9	4TL-RB_9	128 eller flere per daa	T4/daa	4	4TL-RB	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	SB	Tre med sprekkebark	9	4TL-SB_9	128 eller flere per daa	T4/daa	4	4TL-SB	Trinn	Kilde til variasjon
4	TS	Trestørrelse	AB-TS	Totalantall store trær - Edelgranslekta (Abies spp.)     	9	4TS-AB-TS_9	128 eller flere per daa	T4/daa	4	4TS-AB-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ACpl-TS	Totalantall store trær - Spisslønn (Acer platanoides)     	9	4TS-ACpl-TS_9	128 eller flere per daa	T4/daa	4	4TS-ACpl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ACps-TS	Totalantall store trær - Platanlønn (Acer pseudoplatanus)     	9	4TS-ACps-TS_9	128 eller flere per daa	T4/daa	4	4TS-ACps-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	AEhi-TS	Totalantall store trær - Hestekastanje (Aesculus hippocastanum)     	9	4TS-AEhi-TS_9	128 eller flere per daa	T4/daa	4	4TS-AEhi-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ALgl-TS	Totalantall store trær - Svartor (Alnus glutinosus)     	9	4TS-ALgl-TS_9	128 eller flere per daa	T4/daa	4	4TS-ALgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ALin-TS	Totalantall store trær - Gråor (Alnus incana)     	9	4TS-ALin-TS_9	128 eller flere per daa	T4/daa	4	4TS-ALin-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpe-TS	Totalantall store trær - Hengebjørk (Betula pendula)     	9	4TS-BEpe-TS_9	128 eller flere per daa	T4/daa	4	4TS-BEpe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpu-TS	Totalantall store trær - Bjørk (Betula pubescens)     	9	4TS-BEpu-TS_9	128 eller flere per daa	T4/daa	4	4TS-BEpu-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BE-TS	Totalantall store trær - Bjørkeslekta (Betula spp.)     	9	4TS-BE-TS_9	128 eller flere per daa	T4/daa	4	4TS-BE-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BL-TS	Totalantall store trær - Boreale lauvtrær	9	4TS-BL-TS_9	128 eller flere per daa	T4/daa	4	4TS-BL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	COav-TS	Totalantall store trær - Hassel (Corylus avellana)     	9	4TS-COav-TS_9	128 eller flere per daa	T4/daa	4	4TS-COav-TS	Trinn	Kilde til variasjon
