Besys1;Nivå 1 kode;col_2;Nivå 2 kode;Nivå 2 beskrivelse;Trinn;Sammensatt_kode;Navn [og forklaring];Type;Måle-skala;Nivå 2 kode ny;Nivå 2 Tags;Tags;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOau;Mark- og bunnlevende art - Dekning -  Rogn (Sorbus aucuparia);3;1AE-MB-D-SOau_3;25 - 50 % dekning;A;A6;1AE-MB-D-SOau;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOau;Mark- og bunnlevende art - Dekning -  Rogn (Sorbus aucuparia);4;1AE-MB-D-SOau_4;50 - 75 % dekning;A;A6;1AE-MB-D-SOau;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOau;Mark- og bunnlevende art - Dekning -  Rogn (Sorbus aucuparia);5;1AE-MB-D-SOau_5;> 75 % dekning;A;A6;1AE-MB-D-SOau;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOau;Mark- og bunnlevende art - Dekning -  Rogn (Sorbus aucuparia);x;1AE-MB-D-SOau_x;Ikke registrert;A;A6;1AE-MB-D-SOau;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);0;1AE-MB-D-SOzz_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);1;1AE-MB-D-SOzz_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);2;1AE-MB-D-SOzz_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);3;1AE-MB-D-SOzz_3;25 - 50 % dekning;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);4;1AE-MB-D-SOzz_4;50 - 75 % dekning;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);5;1AE-MB-D-SOzz_5;> 75 % dekning;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SOzz;Mark- og bunnlevende art - Dekning -  Asal (Sorbusarter unntatt rogn);x;1AE-MB-D-SOzz_x;Ikke registrert;A;A6;1AE-MB-D-SOzz;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);0;1AE-MB-D-SYvu_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);1;1AE-MB-D-SYvu_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);2;1AE-MB-D-SYvu_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);3;1AE-MB-D-SYvu_3;25 - 50 % dekning;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);4;1AE-MB-D-SYvu_4;50 - 75 % dekning;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);5;1AE-MB-D-SYvu_5;> 75 % dekning;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-SYvu;Mark- og bunnlevende art - Dekning -  Syrin (Syringa vulgaris);x;1AE-MB-D-SYvu_x;Ikke registrert;A;A6;1AE-MB-D-SYvu;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);0;1AE-MB-D-TAba_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);1;1AE-MB-D-TAba_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);2;1AE-MB-D-TAba_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);3;1AE-MB-D-TAba_3;25 - 50 % dekning;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);4;1AE-MB-D-TAba_4;50 - 75 % dekning;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);5;1AE-MB-D-TAba_5;> 75 % dekning;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TAba;Mark- og bunnlevende art - Dekning -  Barlind (Taxus baccata);x;1AE-MB-D-TAba_x;Ikke registrert;A;A6;1AE-MB-D-TAba;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);0;1AE-MB-D-TIco_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);1;1AE-MB-D-TIco_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);2;1AE-MB-D-TIco_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);3;1AE-MB-D-TIco_3;25 - 50 % dekning;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);4;1AE-MB-D-TIco_4;50 - 75 % dekning;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);5;1AE-MB-D-TIco_5;> 75 % dekning;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-TIco;Mark- og bunnlevende art - Dekning -  Lind (Tilia cordata);x;1AE-MB-D-TIco_x;Ikke registrert;A;A6;1AE-MB-D-TIco;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);0;1AE-MB-D-ULgl_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);1;1AE-MB-D-ULgl_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);2;1AE-MB-D-ULgl_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);3;1AE-MB-D-ULgl_3;25 - 50 % dekning;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);4;1AE-MB-D-ULgl_4;50 - 75 % dekning;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);5;1AE-MB-D-ULgl_5;> 75 % dekning;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-ULgl;Mark- og bunnlevende art - Dekning -  Alm (Ulmus glabra);x;1AE-MB-D-ULgl_x;Ikke registrert;A;A6;1AE-MB-D-ULgl;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;0;1AE-MB-D-V_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;1;1AE-MB-D-V_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;2;1AE-MB-D-V_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;3;1AE-MB-D-V_3;25 - 50 % dekning;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;4;1AE-MB-D-V_4;50 - 75 % dekning;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;5;1AE-MB-D-V_5;> 75 % dekning;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-V;Mark- og bunnlevende art - Dekning -  Andel av pil og vier;x;1AE-MB-D-V_x;Ikke registrert;A;A6;1AE-MB-D-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);0;1AE-MB-D-VIop_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);1;1AE-MB-D-VIop_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);2;1AE-MB-D-VIop_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);3;1AE-MB-D-VIop_3;25 - 50 % dekning;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);4;1AE-MB-D-VIop_4;50 - 75 % dekning;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);5;1AE-MB-D-VIop_5;> 75 % dekning;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-VIop;Mark- og bunnlevende art - Dekning -  Krossved (Viburnus opulus);x;1AE-MB-D-VIop_x;Ikke registrert;A;A6;1AE-MB-D-VIop;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-XY;Mark- og bunnlevende art - Dekning;0;1AE-MB-D-XY_0;0 - 6,25 % dekning;A;A6;1AE-MB-D-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-XY;Mark- og bunnlevende art - Dekning;1;1AE-MB-D-XY_1;6,25 - 12,5 % dekning;A;A6;1AE-MB-D-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-XY;Mark- og bunnlevende art - Dekning;2;1AE-MB-D-XY_2;12,5 - 25 % dekning;A;A6;1AE-MB-D-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-XY;Mark- og bunnlevende art - Dekning;3;1AE-MB-D-XY_3;25 - 50 % dekning;A;A6;1AE-MB-D-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-XY;Mark- og bunnlevende art - Dekning;4;1AE-MB-D-XY_4;50 - 75 % dekning;A;A6;1AE-MB-D-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-D-XY;Mark- og bunnlevende art - Dekning;5;1AE-MB-D-XY_5;> 75 % dekning;A;A6;1AE-MB-D-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-S-XY;Mark- og bunnlevende art - Smårutefrekvens;0;1AE-MB-S-XY_0;0;A;S6;1AE-MB-S-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-S-XY;Mark- og bunnlevende art - Smårutefrekvens;1;1AE-MB-S-XY_1;< 1/32 (0,03125) ;A;S6;1AE-MB-S-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-S-XY;Mark- og bunnlevende art - Smårutefrekvens;2;1AE-MB-S-XY_2;1/32 – 1/8 (0,125) ;A;S6;1AE-MB-S-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-S-XY;Mark- og bunnlevende art - Smårutefrekvens;3;1AE-MB-S-XY_3;1/8 – 3/8 (0,375) ;A;S6;1AE-MB-S-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-S-XY;Mark- og bunnlevende art - Smårutefrekvens;4;1AE-MB-S-XY_4;3/8 – 4/5 (0,8) ;A;S6;1AE-MB-S-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MB-S-XY;Mark- og bunnlevende art - Smårutefrekvens;5;1AE-MB-S-XY_5;4/5 – 1 ;A;S6;1AE-MB-S-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;MO-O-XY;Mobil art - Forekomst;;1AE-MO-O-XY;;B;;1AE-MO-O-XY;Kilde til variasjon;;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";0;1AE-BV-D-Algae_0;0 - 6,25 % dekning;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";1;1AE-BV-D-Algae_1;6,25 - 12,5 % dekning;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";2;1AE-BV-D-Algae_2;12,5 - 25 % dekning;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";3;1AE-BV-D-Algae_3;25 - 50 % dekning;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";4;1AE-BV-D-Algae_4;50 - 75 % dekning;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";5;1AE-BV-D-Algae_5;> 75 % dekning;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;BV-D-Algae;"Bark- og vedboende art - Dekning - Alger (Chlorophyta og Cyanobacteria)";x;1AE-BV-D-Algae_x;Ikke registrert;A;A6;1AE-BV-D-Algae;Kilde til variasjon;Trinn;1191,704;Chlorophyta, Cyanobacteria
1;AE;Enkeltartssammensetning;MB-K-Coav;Mark- og bunnlevende art - Konsentrasjon -  Hassel (Corylus avellana);;1AE-MB-K-Coav;Antall per daa;T;T3;1AE-MB-D-XY;Kilde til variasjon;Trinn;102148;Corylus avellana
1;AE;Enkeltartssammensetning;BV-0;Bark- og vedboende art- Forekomst;;1AE-BV-0;;B;;1AE-BV-0-XY;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;BV-D;Bark- og vedboende art - Dekning;;1AE-BV-D;;A;A6;1AE-BV-D;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AE;Enkeltartssammensetning;BV;Bark- og vedboende art ;;1AE-BV;;;;1AE-BV;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A;Tresjiktsdekning;;1AG-A;;A;A9;1AG-A;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;0;1AG-A-0_0;0 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;1;1AG-A-0_1;0 - 2,5 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;2;1AG-A-0_2;2,5 - 5 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;3;1AG-A-0_3;5 - 10 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;4;1AG-A-0_4;10 - 25 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;5;1AG-A-0_5;25-50 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;6;1AG-A-0_6;50 - 75 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;7;1AG-A-0_7;75 - 90 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-0;Tresjiktsdekning - total dekning ;8;1AG-A-0_8;> 90 % dekning;A;A9;1AG-A-0;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;0;1AG-A-E_0;0 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;1;1AG-A-E_1;0 - 2,5 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;2;1AG-A-E_2;2,5 - 5 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;3;1AG-A-E_3;5 - 10 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;4;1AG-A-E_4;10 - 25 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;5;1AG-A-E_5;25-50 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;6;1AG-A-E_6;50 - 75 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;7;1AG-A-E_7;75 - 90 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-E;Tresjiktsdekning - dekning av overstandere;8;1AG-A-E_8;> 90 % dekning;A;A9;1AG-A-E;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;0;1AG-A-G_0;0 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;1;1AG-A-G_1;0 - 2,5 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;2;1AG-A-G_2;2,5 - 5 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;3;1AG-A-G_3;5 - 10 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;4;1AG-A-G_4;10 - 25 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;5;1AG-A-G_5;25-50 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;6;1AG-A-G_6;50 - 75 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;7;1AG-A-G_7;75 - 90 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-G;Tresjiktsdekning - dekning av gjenveksttrær;8;1AG-A-G_8;> 90 % dekning;A;A9;1AG-A-G;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;0;1AG-A-V_0;0 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;1;1AG-A-V_1;0 - 2,5 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;2;1AG-A-V_2;2,5 - 5 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;3;1AG-A-V_3;5 - 10 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;4;1AG-A-V_4;10 - 25 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;5;1AG-A-V_5;25-50 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
1;AG;Artsgruppesammensetning;A-V;Tresjiktsdekning  - dekning av vekstreduserte trær;6;1AG-A-V_6;50 - 75 % dekning;A;A9;1AG-A-V;Kilde til variasjon;Trinn;Scientificnameid;Scientificname
